,Description,Ammonia,Apple,Apricot,Berry,Blue,Blueberry,Butter,Cheese,Chemical,Chestnut,Citrus,Coffee,Diesel,Earthy,Flowery,Fruit,Grape,Grapefruit,Honey,Lavender,Lemon,Lime,Mango,Menthol,Mint,Minty,None,Nutty,Orange,Peach,Pear,Pepper,Pine,Pineapple,Plum,Pungent,Rose,Sage,Skunk,Spicy/Herbal,Strawberry,Sweet,Tar,Tea,Tobacco,Tree,Tropical,Vanilla,Violet,Woody
1742, known cindy s solution cbd dominant strain exceptional therapeutic benefit thc cbd ratio    sits firmly medical category catering consumer seeking relief muscle spasm chronic physical pain nausea shortlist ailment dulled high quantity cbd strain smell chocolate earth intermixed gentle floral undertone enjoy  time day psychoactive ingredient kept minimum,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1743,race fuel og aka race fuel archive seed potent hybrid steeped gassy earthy genetics created high octane og phenotype og kush x face og race fuel og harness intense diesel fuel aroma high octane incorporating deep body effect well citrus pine aroma face og race fuel s strong og kush backbone give mid range potency flavor spare strain s effect hit rush energy head settle cozy weighted stone help abate anxiety add minor pain lack appetite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1744,rafael raphael sativa dominant strain bred tikun olam contain high level cbd patient experiencing sleep digestive disorder thc content  percent rafael top choice patient disinclined cannabis psychoactive effect strain cbd level  percent named raphael mechoulam driving force cannabis research,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1745,rainbow   indica sativa hybrid spanish breeder lifetime seed created crossing dancehall blueberry compact fast flowering strain little side branching well grown sea green style rainbow present wide array color towards end flowering hence moniker spicy sweet fruity flavor tasty hybrid give consumer pleasant creative high pain relief without heavy body sensation,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1746,rainbow jones connoisseur genetics colorful indica dominant strain golden hair varying shade purple created crossing granddaddy purple casey jones strain offer predominantly sedative effect coupled casey jones heady euphoria terpene profile tart earthy retaining herbaceous spice upon combustion vaporization enjoy rainbow jones later evening assist minor physical pain depression restlessness,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1747,raindance greenpoint seed vigorous cannabis variety quick vegetative growth generous yield cross deadhead og x chemdawg  x chemdawg bx strain quick vigorous take og chemdawg genetic line strong emphasis chemical aroma consumer detect pungent skunky aroma dominated tart lemon pine needle diesel fume raindance primarily indica dominant offer pleasant cerebral effect utilized midday pain anxiety depression general decompression long day must og chem lover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1748,colorado breeder rare dankness created staple breeding program crossing ghost og chemdawg backcrossed resulting plant ghost og crossed florida clone strain triangle kush rare dankness  prized male selected endeavor bringing heavy resin production chem style growth bit og flavor whatever strain pollinates used breeding many rd s prized hybrid including scott s og st og commerce city kush rare darkness many others,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1749,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1750,parent og kush sfv og kush raskal og smell lemon pine musty grassy taste bred cali connection thc level range  cbd   dense light dark green colored bud sticky strain soft broken apart,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1751,raspberry cough  sativa strain bred nirvana seed cross cambodian landrace ice raspberry cough exhibit clear headed uplifting effect good productivity,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,raspberry kush great tasting indica strain whose raspberry cream aroma will keep coming back strain will lead bit body melt surprisingly upbeat indica may leave newer consumer feeling pretty lazy many find kush creative flower making great music art talking friend,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1753,g  lab created raw diesel crossing nyc diesel g haze huge flower coated resin unmistakable sour lemon diesel aroma make popular strain connoisseur cash cropper alike phenotype will spicy haze flavor taller stature best one shorter fatter bud lip smacking sour fuel flavor raw diesel counted produce copious amount thc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1754,ray charles potent indica strain named honor cannabis friendly blue musician songwriter hard hitter introduces earthy skunky aroma reveals strongest exhale full body effect hit intense sedation lull rest relaxation sweet voice genius reason ray charles best reserved bedtime late night unwinding,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,rebel berry og winner best outdoor  oregon grower cup sativa dominant hybrid created kotton rebel spirit cannabis bred potency ability stimulate creativity one kind aroma thick blueberry citrus cheese smooth yet spicy vanilla finish flavor velvety cheesecake covered blueberry glaze tasteful note citrus juniper exhale rebel berry og s effect happy full laughter leaving consumer buzzing euphoria clone strain offered exclusively rebel spirit cannabis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,nan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1757,rebel tangie kandy bred rebel spirit cannabis sativa dominant hybrid strain cross tangie kandy kush strain balanced   cannabinoid profile reach  thc cbd best suited outdoor garden dry climate rebel tangie kandy express purple yellow hue season get colder sweet fruity smell strain known develop sweet scented bud fill nose sugary citrus sharp pine effect tend light motivational lending functional high conducive creativity productivity,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1758,reclining buddha soma seed mostly indica cannabis strain bred super skunk big skunk korean holland s hope originally named soma skunk v aptly named reclining buddha provides physically relaxing experience allows enough mental energy introspective creative activity grower drawn indica s resistance mold vitality outdoors large yield resinous cherry scented bud,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1759,recon perfect blend two part la confidential one part cannadential cannadential father chosen s indica trait time recon seems stronger even la confidential plenty magic cross sure,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1760,red cherry berry   hybrid developed barney s farm combined classic sativa skunk  california indica result sweet smelling strain pungent note flower fruit red cherry berry potential contain moderate amount cbd alongside towering thc content balanced head body effect potent hybrid will put rest pain sleeplessness stress indoors red cherry berry flower   day grower cultivating strain warm outdoor climate will harvest around end september,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,argue red congolese african sativa landrace variety popularized california weave mexican afghani root giving indica appearance colorful palette landrace strain adapted environment many year creates complex profile effect flavor sativa genetics dominate physical effect red congolese resulting weightless euphoria promotes focus mental clarity energizing property make red congolese perfect morning treatment nausea cachexia tension alzheimer s,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,red diesel take distinctive sweet sour diesel flavor nyc diesel add california orange stable heavy producer increase yield potency bred barney s farm red diesel recurring option menu amsterdam coffee shop powerful euphoric effect immediate impact give consumer energetic rush lift mood,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,red dragon one exotic flower barney s farm cross west himalayan kush utopia haze brazilian sativa hybrid strain connoisseur featuring sweet fruity aroma red dragon offer consumer truly different cannabis experience slightly sativa dominant strain giggly upbeat great suffering depression stress red dragon happy uplifting effect unfortunately strain may cause feel quite paranoid re prone anxiety red dragon may best strain hybrid grows best indoors flowering time   week,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1764,red dwarf rarer strain cannabis autoflowering plant trait come cannabis ruderalis genetics third variety plant s usually bred due lower thc content wonder selective breeding buddha seed resulted seed grow adulthood incredibly short six week strain s squat small plant easy grow smaller space making popular choice grower want something simple fast indica dominant red dwarf will eventually make sleepy without relaxed euphoria first,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1765,red eye og indica strain competed  l cannabis cup,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1766,root going back s colombian cannabis industry powerful sativa worth try cross neville s haze colombian red red haze slow grower flowering time   week strain may difficult find dispensary find prepared cerebral inspiring experience providing consumer pleasant light headed sensation effect strain particularly long lasting red haze strictly daytime strain effect similar drinking cup coffee,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,red headed stranger energizing sativa strain named homage  album willie nelson cross tom hill s haze william s wonder red headed stranger offer jolt cerebral vigor fuel creativity focus true haze heritage red headed stranger take sharp spicy aroma subtle herbal note,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1768,red poison bred sweet seed auto flowering hybrid green poison pakistani landrace strain believed hindu kush phenotype selected deep purple color influence cannabis ruderalis red poison s genetics induces flowering cycle automatically help strain complete lifecycle seed harvest  week bud red poison almost pretty consume amazing range dark red violet hue aroma sweet mixture fruit flavor skunky musk bring balanced hybrid effect relax body blanket head cloud euphoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1769,red velvet pie tko reserve colorful hybrid balanced effect strain created crossing cherry pie burmese thai express deep green bud flecked pink purple foliage throughout flavor creamy chocolatey spicy note cinnamon aroma bit funkier element fuel cacao filling room bouquet potent terpene enjoy red velvet pie help relieve stress donning stimulating euphoric glow,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,red widow hybrid cross red dragon white widow produce uplifting euphoric high sweet fruity aroma,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1771,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1773,consuming strain taking long walk forest namesake relaxing blissful redwood kush provides consumer feeling peace ease taking earthy northern california environment strain feature pine herbal scent best nighttime use redwood kush sedative tingly body effect don t expect much done using indica consumer feel spacey unable focus work done,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,remedy cross cannatonic afghan skunk high cbd strain induces little psychoactive effect remedy reach cbd level high  thc found trace amount le  yellow tinted bud hide sheath crystal trichomes carry lemon pine scent upon inhaling sweet floral note remedy consumer lifted state mellow relaxation differs greatly jarring experience induced high thc strain patient looking medicate without pronounced head body effect may turn remedy treat seizure pain autism inflammation anxiety disorder grower hoping cultivate highly medicinal strain allow   week flowering time indoor garden,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1775,remo chemo another collaborative strain dinafem seed created esteemed canadian grower urban remo remo chemo technically backcross base genetics consist ubc chemo bubba kush adored high thc content remo chemo offer kush forward terpene profile contains aroma earth gas pepper name might suggest remo chemo adept assisting side effect chemotherapy stimulating appetite reducing nausea curbing pain,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,rene named cannabis activist renee boje potent hybrid strain popular canada sweet earthiness pungent musk flavor stress relieving sativa patient may find rene effectively treat pain spasm inflammation rene said cross skunk  himalayan indica,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1777,rene mist high energy hybrid cross cannatonic rene earthy rose aroma rene mist delivers array functional focused effect preferred daytime use patient treating pain muscle spasm headache nausea may choose medicate hybrid mental clarity necessity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1778,richie rich cannabis northern light  crossed skunk  hybrid weed provides nice body stone favorite among medicinal user suffering pain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1779,riddle riddler og known power trichome rich hybrid blend heady uplifting euphoria sour dubble mid level kush driven body effect master kush effect come together form well balanced hybrid useful enjoyable time day bright hue earthy undertone riddler og caters consumer looking middle road body buzz happy uplifted mental state will induce laughter overall carefree sensation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,ridge berry marley natural succulent stimulating sativa dominant strain imbues consumer energy right away lean back alert sedation time latent indica parentage consists chem s sister sour dubble show warm airy sensation body making strain ideal pain management ridge berry s crystalline bud smell pine berry touch fuel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1781,rigger kush hindu kush phenotype anchorage ak grassy musky cut offer deep physical relaxation becomes sedating continued consumption strain s name eludes use ship way rigger relax tend ache pain long day sea enjoy rigger kush evening maximize soothing physical effect,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,ringo s gift high cbd strain cross harle tsu acdc named late lawrence ringo cannabis activist cbd pioneer ringo s gift come several different phenotype ratio first one one strain meaning equal ratio cbd thc ringo s gift seen ratio steep   cbd thc strain become favorite cannabis club barcelona providing mellow mix cerebral activity soothing full body relaxation without couch lock effect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,rip city purps mostly indica hybrid alphakronic gene pay homage portland oregon city got start using hybrid gobstopper cross purple urkle sin city kush backcrossing purple urkle akg created seed line add better production faster veg time floral note dense dank grape flavored bud purple urkle indica designed pacific northwest line will well outdoors resistant powdery mildew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,ripped bubba  indica dominant hybrid bred tga genetics cross resin heavy pre  bubba kush flavorful euphoric sativa jack ripper sativa parent ripped bubba inherits complex flavoring blend sweetness cherry blackberry lemon earthy spice parent pre  bubba kush pass thick trichome coverage thc heavy cannabinoid profile ripped bubba s potency overpowering instead promotes functional creativity focus bud dense purple green hue contrasting electric orange hair will ready harvest   day flowering cycle indoors,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1785,toronto strain get name sensationalized former mayor rob ford kush powerfully sleepy indica strain keep one day want nothing done heavy sedating effect will keep stagnant full relaxation plant bloom overweight round bud exude pungent aroma lemon hashy kush,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1786,robert plant heady stimulating virtuoso brought life crossing blue dream rebel god smoke creative drastically energetic strain combine blue dream s hazy uplifted mental energy rebel god smoke s full throttle stimulation bring motivation creativity respect potency strain even pro level consumer experience racing heart strain wad crafted colorado seed inc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1787,rockbud soma seed   indica dominant strain bred using genetics super skunk afghani big skunk korean afghan hawaiian heavyweight indica force rockbud rids mind body stress physical symptom may take energy attention reason rockbud recommended end day indulgence leaf darken deep red rockbud flower mature yield tend lighter side connoisseur will appreciate quality fast bloomer offer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1788,rocklock cross two strain rockstar warlock smell herb sweet fruity stone surprisingly stimulating given primary indica strain rather nice advantage going concert example rocklock taste hash burn fast evenly medicinal side strain offer relief muscle tension mild medium ache pain,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1789,rockstar cross rockbud sensi star potent indica dominant hybrid delivers strong effect without debilitating sedation aromatic note spice grape rockstar favorite medicine headache pain sleep disorder powerful body cerebral effect make rockstar popular among grower typically harvest outdoor plant mid october prefer indoor garden rockstar grows best using sea green method   day flowering time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1790,rockstar kush known bc rockstar popular strain british columbia renowned excellent medical quality hybrid rockstar bubba kush emits heavy odor skunk piney kush rockstar kush heavy indica help patient overcome ache pain anxiety relaxing effect stimulate reduced appetite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1791,rockstar master kush fold together veteran strain master kush sensi star afghani one potent indica pungently sweet earthy aroma rockstar master kush melt away sleeplessness tension may effective treatment neurological disorder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1792,rocky dennis cannarado genetics terpene rich cross two naturally aromatic strain co flo sour dubble genetic combination delivers sweet sour aroma distinctly earthy undertone expressing chemically taste exhale unique flavor profile make perfect concentrate alluring seasoned cannabis consumer looking challenge palate enjoy rocky dennis small dos maintain functional buzz mute minor ache dulling sense fatigue stress,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,rocky mountain blueberry indica dominant cannabis strain parented shishkaberry dutch passion s blueberry oversized blue hued bud take smooth sweet blueberry aroma similar berry loaded dessert long lasting effect bring creative spark help stay engaged motivated body stay anchored deep relaxation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1794,rocky mountain high indica dominant hybrid colorado cross mikado colorado green bud strain originally bred hazeman seed recommends  day flowering time indica grown indoors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1795,rollex og kush bred devil s harvest seed indica dominant hybrid white fire og kuchi combination creates complex flavor profile mix skunky pine flavor og kush sharp cheesy undertone effect rollex og kush start uplifting burst cerebral energy border psychedelic eventually leveling relaxing body buzz creep slowly disbands stress muscle tension,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1796,roll choice royal choice farm sativa dominant hybrid cross exhibiting pungent bouquet diesel pine sour skunky earth roll choice show og kush chemdawg parentage strain s effect range cerebral sedating depending dosage work well consumer seeking relief arthritis ulcer gastrointestinal distress minor pain due inflammation roll choice won th place top  flower  emerald cup,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1797,romping goddess original creation combine powerful local medicinal strain cannabis cup winning god bud resin covered bud nice taste powerful high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1798,romulan named alien star trek race powerful indica revered potent therapeutic quality though mostly indica romulan grower insist sativa genetics crept time lending intense cerebral effect squat pine scented plant produce dense frosty bud found following among connoisseur british columbia pacific northwest deep sedating relaxation make romulan favorite strain patient treating muscle spasm nerve damage many hybridized variation romulan exist nearly promise full body calm heavily intoxicating property,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1799,top quality hybrid amazingly strong scent grows grapefruit size stature bigger punch stronger smell due romulan influence,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1800,romulan haze next generation seed clear headed hybrid ready day consumption mind dosage strain will keep lucid productive stimulating body calming mind allowing consumer remain focused strain becomes weighted whimsical continued consumption romulan haze excellent strain spurring creativity focus,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1801,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1802,rose bud royal choice farm indica dominant cross enticing floral aroma known skunky rose smell dense node cluster rose bud offer consumer relaxing buzz pleasant mental sizzle strain fall beach chair category imbuing consumer elevated laid back mood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1803,though hybrid sativa lineage royal chemdog true indica heart knockout cross chemdawg  deadhead og royal chemdog provides consumer relaxing buzz bit cerebral royal inherited classic diesel taste chemdawg family yet feature creamy lemon lime twist giving strain unique delicious aroma first cultivated washington state strain must try patient experiencing pain stress,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1804,royal dwarf full body hybrid bred royal queen seed spain crossing skunk cannabis ruderalis variety result stout plant autoflowers short   week dark crystal sugared bud effect quickly branch throughout body inducing head toe relaxation s physical cerebral,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1805,royal haze royale haze dinafem seed mostly sativa strain bred skunk haze northern light genetics taking haze parent sativa inherits spicy citrus flavor buzzing energetic effect keep alert productive throughout day outdoor grower will appreciate flexibility resilience even temperature drop although   week flowering cycle demand bit patience autoflowering rendition royal haze bred royal queen seed mixed amnesia haze skunk ruderalis strain effect similarly energizing cerebral,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1806,royal highness rd place winner best cbd flower  colorado cannabis cup hybrid bred royal queen seed combination dance hall respect genetics express nearly balanced thc cbd ratio indica stature effect royal highness led sativa influence result active energetic buzz reward consumer clear head along therapeutic quality smooth flavor royal highness bring mind sweet fruit skunky spice making strain enjoyable answer anxiety chronic pain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
